type,county,official_business_name,name,address,city,state,zip,lat,lng
Farm Winery,Seneca,Finger Lakes Cider House Llc,Good Life Cider,4017 Hickok Rd,Interlaken,NY,14847,42.6066,-76.69986999999999
Farm Winery,Suffolk,Ecm Llc,Gramercy Vineyards,9650 Sound Ave,Mattituck,NY,11952,40.9877842,-72.54525087
Farm Winery,Tompkins,South Hill Cider Llc,South Hill Cider,560 W King Rd,Ithaca,NY,14850,42.39193,-76.52275
Farm Winery,Niagara,Vizcarra Family Vineyards Llc,Vizcarra Family Vineyards At Becker Farms,3724 Quaker Rd,Gasport,NY,14067,43.22487,-78.55832
Farm Winery,Livingston,Old Stumpblower Cider Works Llc,Original Stump Blower Ciderworks; Osb Ciderworks,5901 Big Tree Rd,Lakeville,NY,14480,42.83573,-77.69866999999999
Farm Winery,Suffolk,East Farm Llc,Harmony Vineyards,38355 Route 25,Peconic,NY,11958,41.03280669,-72.46419786
Farm Winery,Suffolk,Sanninos Bella Vita Vineyard Llc,Sanninos Bella Vita Vineyard ,1375 Peconic Ln,Peconic,NY,11958,41.04407112,-72.45828368
Farm Winery,Tompkins,Six Mile Enterprises Llc,Six Mile Creek Vineyard,1551 Slaterville Rd,Ithaca,NY,14850,42.41575,-76.45534
Farm Winery,Monroe,Gallery Vineyards Llc,Gallery Vineyards,1200 Honeoye Falls No 6 Rd,Honeoye Falls,NY,14472,0.0,0.0
Farm Winery,Suffolk,Nofo Wine Co Llc,Coffee Pot Cellars,44075 Main Rd,Peconic,NY,11958,41.04481393,-72.45020645
Farm Winery,Suffolk,Simcha Cellars Llc,Suhru Wines,35 Cox Neck Road,Mattituck,NY,11952,40.988538899999995,-72.55390546
Farm Winery,Seneca,Black Diamond Farm Llc,Black Diamond Farm ,4675 Seneca Rd,Trumansburg,NY,14886,42.54784,-76.65655
Farm Winery,Livingston,Janstan Vineyards Llc,Janstan Vineyards,6442 Stagecoach Rd,Conesus,NY,14435,42.70685,-77.67581
Farm Winery,Suffolk,Walker/Mccall Llc,Mccall Ranch,22600 Main Rd,Cutchogue,NY,11935,41.00054826,-72.50118561
Farm Winery,Suffolk,Macari Vineyards & Winery Ltd,Macari Vineyards & Winery ,24385 Main Road,Cutchogue,NY,11935,41.00424412,-72.49591207
Farm Winery,Yates,Ck Cellars Llc,Torrey Ridge Winery Earle Estates Meadery,2770 Rte 14,Penn Yan,NY,14527,42.628820000000005,-76.94870999999999
Farm Winery,Tompkins,Bet The Farm Inc,Bet The Farm,4204 Krums Corners Rd,Trumansburg,NY,14886,42.501529999999995,-76.57439000000001
Farm Winery,Niagara,Blackman Homestead Llc,Blackman Cider Co,4472 Thrall Rd,Lockport,NY,14094,43.17125,-78.79788
Farm Winery,Suffolk,Baiting Hollow Farm Vineyard Llc,Baiting Hollow Farm Vineyard ,2114 Sound Avenue,Baiting Hollow,NY,11933,40.95583792,-72.75520764
Farm Winery,Steuben,Wild Brute Winery Llc,"The Brute, A Finger Lakes Focused Wine Bar",8629 Oak Hill Rd,Arkport,NY,14807,42.42025,-77.68701999999999
Farm Winery,Seneca,Sam Andrews Winery Llc,Shepherdess Cellars,8189 Ny Route 89,Interlaken,NY,14847,42.62816,-76.70004
Farm Winery,Monroe,Five Sons Winery Inc,Five Sons Winery,1356 W Sweden Rd,Brockport,NY,14420,43.151509999999995,-77.98151999999999
Farm Winery,Chautauqua,Sheridan Wine Company Inc,Willow Creek Winery,2627 Chapin Rd,Silver Creek,NY,14136,42.5119,-79.23221
Farm Winery,Suffolk,Four Crows Inc,Croteaux,1450 South Harbor Road,Southold,NY,11971,41.04495374,-72.43887656
Farm Winery,Yates,Stever Hill Vineyards Llc,Stever Hill Vineyards ,4019 Stever Hill Rd,Branchport,NY,14418,0.0,0.0
Farm Winery,Suffolk,Harbes Family Vineyard Llc,Harbes Family Winery,715 Sound Avenue,Mattituck,NY,11952,40.98584692,-72.57904499
Farm Winery,Yates,Patriot Wines Inc,Patriot Wines,2324 Cortlandt Rd,Milo,NY,14527,42.6312,-77.06335
Farm Winery,Suffolk,Brooklyn Oenology Llc,Brooklyn Oenology ,35 Cox Neck Road,Mattituck,NY,11952,40.988538899999995,-72.55390546
Farm Winery,Suffolk,East End Vineyards Llc,East End Vineyards ,1935 Main Road,Jamesport,NY,11947,42.52558916,-79.17462590000001
Farm Winery,Suffolk,North Fork Wines & Vineyards Llc,North Fork Wines & Vineyards ,19110 Soundview Avenue,Southold,NY,11971,41.08581274,-72.42609957
Farm Winery,Suffolk,Baiting Hollow Farm Vineyard Llc,Baiting Hollow Farm Vineyard ,35 Cox Neck Road,Mattituck,NY,11952,40.988538899999995,-72.55390546
Farm Winery,Steuben,Forking Paths Vineyards Inc,Ravines Wine Cellars,10110 Hyatt Hill Rd,Dundee,NY,14837,42.4886,-77.11363
Farm Winery,Suffolk,Medolla Vineyards Llc,Medolla Vineyards ,Route 25 Main St,Peconic,NY,11958,0.0,0.0
Farm Winery,Suffolk,Grapes Of Roth Llc,Grapes Of Roth ,139 Sagg Rd,Sagaponack,NY,11962,40.94482211,-72.27886967
Farm Winery,Chautauqua,Sprague Vineyards Llc,Sprague Vineyards ,778 Versailles Rd,Silver Creek,NY,14136,42.51507,-79.11832
Farm Winery,Suffolk,Le Clos Therese Lp,Le Clos Therese Lp,35 Cox Neck Road,Mattituck,NY,11952,40.988538899999995,-72.55390546
Farm Winery,Nassau,"Sparkling Pointe, Llc.","Sparkling Pointe, .",39750 County Road 48,Southold,NY,11971,41.06116707,-72.44540766
Farm Winery,Washington,Victory View Vineyard Llc,Victory View Vineyard,11975 State Rte 40,Schaghticoke,NY,12154,43.00660858,-73.54858401
Farm Winery,Washington,Oliva Vineyards Llc,Oliva Vineyards,2074 Rte 4,Fort Edward,NY,12828,,
Farm Winery,Schenectady,Helderberg Meadworks Llc,Helderberg Meadworks ,990 W Duane Lake Rd,Duanesburg,NY,12056,42.74608541,-74.11592039
Farm Winery,Schuyler,Valkyrie Crafted Libations Inc,Valkyrie Crafted Libations ,4732 Rte 414,Burdett,NY,14818,42.46233,-76.86494
Farm Winery,Ulster,Kettleborough Cider House Llc,Kettleborough Cider House ,277 State Route 208,New Paltz,NY,12561,41.714467,-74.11107939
Farm Winery,Rockland,Torne Valley Vineyards Llc,Torne Valley Vineyards ,3 Torne Brook Rd,Hillburn,NY,10931,41.14063801,-74.16588414
Farm Winery,Onondaga,Greenwood Winery Llc,Greenwood Winery & Bistro,6475 Collamer Rd,East Syracuse,NY,13057,43.10152932,-76.07301559
Farm Winery,Sullivan,Aaron Burr Cidery Llc,The Cidery,2251 State Route 209,Wurtsboro,NY,12790,41.53299976,-74.5386392
Farm Winery,Ulster,Leonardo F Busciglio,Woodstock Winery,395 Wittenberg Rd,Bearsville,NY,12409,42.02602032,-74.19275068
Farm Winery,Saratoga,Richard F Green,Ballston Lake Apiaries,177 Ashdown Rd,Ballston Lake,NY,12019,42.9041626,-73.86559872
Farm Winery,Steuben,Flx Grapes Llc,Flx Grapes ,10014 Day Rd,Hammondsport,NY,14840,42.485,-77.13746
Farm Winery,Orange,Christopher Jacobs Winery At Pennings Vineyards Ll,Christopher Jacobs Winery At Pennings Vineyards,320 Crawford St,Pine Bush,NY,12566,41.59897702,-74.35027259
Farm Winery,Onondaga,Loa Mar Group Llc,Montfredy Brook,3472 Amber Rd,Syracuse,NY,13215,42.94422926,-76.27584993
Farm Winery,Ulster,Robibero Family Vineyards Llc,Robibero Family Vineyards ,714 Albany Post Rd,Gardiner,NY,12561,41.71350205,-74.16044978
Farm Winery,St Lawrence,Bella-Brooke Vineyard Llc,Bella-Brooke Vineyard ,2989 Cr 6,Hammond,NY,13646,44.51024909,-75.61584871
Farm Winery,Wayne,Thomas W Robinson Jr,Robinson Estates,3079 Cambier Rd,Newark,NY,14513,43.11736,-77.14678
Farm Winery,Jefferson,"Cape Winery Llc, The",The Cape Winery,2066 Deerlick Rd,Cape Vincent,NY,13618,44.1050488,-76.32817679
Farm Winery,Erie,Lilly Belle Meads Llc,Lilly Belle Meads ,6281 Broadway St,Lancaster,NY,14086,42.8913,-78.60046
Farm Winery,Clinton,Mary G Fortin & Gilles M Fortin,Amazing Grace Vineyard & Winery,9839 Route 9,Chazy,NY,12921,44.90176411,-73.43645813
Farm Winery,Clinton,Vesco Ridge Vineyards Llc,Vesco Ridge Vineyards ,167 Stratton Hill Rd,West Chazy,NY,12992,44.8172525,-73.44193152
Farm Winery,Orange,Francis J Graessle And Karen M Graessle,Clearview Vineyard,35 Clearview Ln,Warwick,NY,10990,41.3021545,-74.34624336
Farm Winery,Oneida,Vino Verona Llc,Villa Verona Vineyard,4914 State Rte 365,Verona,NY,13478,43.09981655,-75.61469167
Farm Winery,Lewis,North Country Landscaping & Nursery Inc,Tug Hill Vineyards,4051 Yancey Road,Lowville,NY,13367,43.81974097,-75.57570857
Farm Winery,Clinton,E L F Property Management Llc,Elfs Farm & Adirondack Cider Co,7411 State Route 9,Plattsburgh,NY,12901,44.74334204,-73.42475187
Farm Winery,Onondaga,White Birch Vineyards Llc,White Birch Vineyards,3061 W Lake Rd,Skaneateles,NY,13152,0.0,0.0
Farm Winery,Columbia,Dylson Inc,Hudson Chatham Winery,1900 State Rte 66,Ghent,NY,12075,42.31078257,-73.64109513
Farm Winery,Ulster,Enlightenment Wines Farm And Meadery Llc,Enlightenment Wines,67 Barclay Road,Clintondale,NY,12515,41.66647856,-74.07103983
Farm Winery,Clinton,Charles Richard Lamoy,Hid-In-Pines Vineyard,456 Soper Street,Morrisonville,NY,12962,44.67253815,-73.58833072
Farm Winery,Ulster,Yankee Folly Llc,Yankee Folly Cidery,69 Yankee Folly Rd,New Paltz,NY,12561,41.73012892,-74.15505161
Farm Winery,Franklin,Marice Bright & Jerry Bright,Bright Star Enterprise,419 State Rte 95,Moira,NY,12957,44.84995656,-74.55894481
Farm Winery,Ulster,Brunel & Rafael Inc,Brunel & Rafael ,180 South St,Marlboro,NY,12542,41.59930591,-74.00204356
Farm Winery,Suffolk,R & J Blum Estate Vineyards Inc,Ackerly Pond Vineyards,1375 Peconic Ln,Peconic,NY,11958,41.04410813,-72.45823014
Farm Winery,Albany,Altamont Vineyard & Winery Llc,Altamont Vineyard & Winery ,3001 Furbeck Rd,Altamont,NY,12009,42.74029275,-74.08018934
Farm Winery,Suffolk,Jason'S Vineyard'S Inc,Jason'S Vineyard'S ,1785 Main Rd,Jamesport,NY,11947,42.52546526,-79.17403163
Farm Winery,Saratoga,Ledge Rock Hill Winery Llc,Ledge Rock Hill Winery ,41 Stewart Dam Rd,Corinth,NY,12822,43.26981909,-73.89067159999999
Farm Winery,Cayuga,John C Izzo,Izzos White Barn Winery,6634 Cayuga Road,Cayuga,NY,13034,42.93857212,-76.70584455
Farm Winery,Cayuga,Robert Ramond Wintamute & Kathyann Wintamute,The Apple Station Winery,5279 Cross Road,Cayuga,NY,13034,42.87329271,-76.68317024
Farm Winery,Jefferson,Venditti Vineyards Inc,Venditti Vineyards ,42780 New Connecticut Rd,Antwerp,NY,13608,44.28625331,-75.68036407
Farm Winery,Orange,Orchard Hill Cider Mill Llc,Orchard Hill Cider Mill ,29 Soons Cir,New Hampton,NY,10958,41.40272578,-74.40327562
Farm Winery,Madison,Owera Vineyards Llc,Owera Vineyards ,5276 E Lake Rd,Cazenovia,NY,13035,42.9775311,-75.87994607
Farm Winery,Herkimer,Domhnall Vineyards & Winery Llc,Domhnall Vineyards & Winery ,531 Shells Bush Rd,Herkimer,NY,13350,43.05854026,-74.96150577
Farm Winery,Madison,Critz Farms Inc,Critz Farms Brewing And Cider Company,3232 Rippleton Rd,Cazenovia,NY,13035,42.88236481,-75.87478701
Farm Winery,Chenango,Cameron Cates,Cameron Cates Estate,290 Humphrey Road,South New Berlin,NY,13843,42.57999163,-75.42206169
Farm Winery,Clinton,Colin Read & Natalie Peck,North Star Vineyard,1383 North Star Rd,Mooers,NY,12958,44.97391497,-73.62827766
Farm Winery,Washington,Northern Star Vineyard Llc,Northern Star Vineyard,1103 Beadle Hill Rd,Valley Falls,NY,12185,42.98024,-73.52126
Farm Winery,Greene,Windham Vineyards Llc,Windham Vineyards And Winery,11 Mountain View Estates Rd,Ashland,NY,12407,42.3357563,-74.30559000000001
Farm Winery,Otsego,Bennett Wine Company Llc,Rustic Ridge Winery,2805 State Hwy 80,Burlington Flats,NY,13315,42.72039207,-75.15935897
Farm Winery,Jefferson,Mary Ellen Surdo,Yellow Barn Winery,18876 County Rte 66,Watertown,NY,13601,0.0,0.0
Farm Winery,Niagara,Arrowhead Spring Vineyards Llc,Arrowhead Spring Vineyards ,4746 Townline Rd,Lockport,NY,14094,43.17865,-78.75626
Farm Winery,Otsego,Pail Shop Vineyards Llc,Pail Shop Vineyards ,124 Goose St,Fly Creek,NY,13337,42.71768179,-74.97157985
Farm Winery,Washington,Spirit Earth Organics Inc,Amorici Vineyard,637 Colonel Burch Rd,Valley Falls,NY,12185,42.94997918,-73.53093698
Farm Winery,Suffolk,Scarola Vineyards Inc,Scarola Vineyards ,139 Sagg Rd,Sagaponack,NY,11962,40.94482211,-72.27886967
Farm Winery,Columbia,Patty Reagans Boudoir Llc,Greenpoint Cidery,4161 Rte 9,Hudson,NY,12534,42.22085,-73.79375
Farm Winery,Schuyler,Nine Four Wines Llc,Nine-Four Wines,5281 Peach Orchard Rd,Hector,NY,14841,42.49543,-76.88049000000001
Farm Winery,Monroe,Schutt'S Apple Mill,Schutt'S Apple Mill,1063 Plank Rd,Webster,NY,14580,43.182140000000004,-77.45291
Farm Winery,Delaware,Russell Betz,Blue Sky Farm,779 Charcoal Road,Stamford,NY,12167,42.39593853,-74.56324757
Farm Winery,Orange,Warwick Valley Wine Co Inc,Warwick Valley Wine,371 Glenwood Rd,Pine Island,NY,10969,41.28278378,-74.47663047
Farm Winery,Monroe,Oak And Apple Llc,Oak & Apple,1600 Dublin Rd,Penfield,NY,14526,43.15102,-77.42426
Farm Winery,Suffolk,East End Vineyards Llc,East End Vineyards ,35 Cox Neck Road,Mattituck,NY,11952,40.988538899999995,-72.55390546
Micro Brewer,Monroe,Fifth Frame Brewing Co Llc,Fifth Frame Brewing Co ,138 Joseph Ave,Rochester,NY,14605,43.165859999999995,-77.60614
Micro Brewer,Queens,Singlecut Beersmiths Llc,Singlecut Beersmiths ,1933 37Th St,Astoria,NY,11105,40.77808574,-73.90232093
Micro Brewer,Tompkins,Liquid State Brewing Company Inc,Liquid State Brewing Company ,620 W Green St,Ithaca,NY,14850,42.43872,-76.50768000000001
Micro Brewer,Queens,Big Alice Brewing Company Llc,Big Alice Brewing Company ,808 43Rd Rd,Long Island City,NY,11101,,
Micro Brewer,Erie,Thin Man Brewery Of Buffalo Llc,Thin Man Brewery Of Buffalo ,166 Chandler St,Buffalo,NY,14207,42.94363,-78.88505
Micro Brewer,Nassau,Lithology Brewing Llc,Lithology Brewing Co,211 Main St,Farmingdale,NY,11735,40.73395,-73.44582
Micro Brewer,Albany,C H Evans Brewing Co Inc,Albany Pump Station,19 Quackenbush Street,Albany,NY,12207,42.65446067,-73.74843391
Micro Brewer,Ontario,Noble Shepherd Llc,Noble Shepherd Craft Brewery,7853 Rte 20A,Bloomfield,NY,14469,42.9018,-77.46703000000001
Micro Brewer,St Lawrence,In Law Brewing Company Llc,In Law Brewing Company ,5868 County Rte 14,Chase Mills,NY,13621,44.88211,-75.04764
Micro Brewer,Suffolk,Destination Unknown Beer Company Inc,Destination Unknown Beer Company ,1 S Chicago Ave,Bay Shore,NY,11706,40.7337,-73.22926
Micro Brewer,Suffolk,Hopwins Inc,Hopwins ,1460 N Clinton Ave,Bay Shore,NY,11706,40.74467,-73.26645
Micro Brewer,Suffolk,Spider Bite Brewing Corporation,Spider Bite Beer Company,920 Lincoln Ave,Holbrook,NY,11741,40.7727,-73.08457
Micro Brewer,Ulster,Woodstock Local Brewing Llc,Woodstock Brewing,5581 Rte 28,Phoenicia,NY,12464,42.06265,-74.30735
Micro Brewer,Westchester,Duncan'S Abby Inc,Duncan'S Abbey,27 Storm St,Tarrytown,NY,10591,41.07863193,-73.86072099
Micro Brewer,Oneida,Flying Dog Brewery Llc,Flying Dog Brewery ,811 Edward St,Utica,NY,13502,0.0,0.0
Micro Brewer,Schoharie,Serious Brewing Co Llc,Serious Brewing Co,116 Caverns Rd,Howes Cave,NY,12092,42.68352,-74.39456
Micro Brewer,Greene,West Kill Brewing Llc,West Kill Brewing ,2173 Spruceton Rd,W Kill,NY,12492,42.19056,-74.29259
Micro Brewer,Orange,Fox N Hare Brewing Company Llc,Fox N Hare Brewing Company ,46 Front St,Port Jervis,NY,12771,41.3735,-74.69195
Micro Brewer,Livingston,No Bs Brew Company Llc,No Bs Brew Company ,3474 Bronson Hill Rd,Livonia,NY,14487,42.83377,-77.69192
Micro Brewer,Suffolk,Secatogue Brewing Llc,Secatogue Brewing Company,375 Union Blvd,West Islip,NY,11795,40.7072,-73.30288
Micro Brewer,Albany,Fort Orange Brewing Corporation,Fort Orange Brewing Corporation,450 N Pearl St,Albany,NY,12204,42.66704,-73.74332
Micro Brewer,Bronx,Torch & Crown 704 Broadway Llc,Torch & Crown 704 Broadway ,463 E 173Rd St,Bronx,NY,10457,40.8418,-73.90156
Micro Brewer,Queens,Rockaway Brewing Company Llc,Rockaway Brewing Company ,46-01 5Th St,Long Island City,NY,11101,40.74711952,-73.95507195
Micro Brewer,Albany,Druthers Brewing Company Ii Inc,Druthers Brewing Company Ii ,1053 Broadway,Albany,NY,12204,42.66597,-73.74164
Micro Brewer,Westchester,Decadent Ales Llc,Decadent Ales ,139 Hoyt Ave,Mamaroneck,NY,10543,40.95219,-73.73907
Micro Brewer,Wyoming,Windy Brew Llc,Windy Brew ,733 Rte 20A,Strykersville,NY,14145,42.77013,-78.43518
Micro Brewer,Tompkins,Hopshire Brewery Llc,Hopshire Farm & Brewery,1771 Dryden Rd,Freeville,NY,13068,42.48171378,-76.3692873
Micro Brewer,Kings,Braven Brewing Company Llc,Braven Brewing Company ,52 Harrison Pl,Brooklyn,NY,11237,40.706340000000004,-73.93136
Micro Brewer,Delaware,Weaver Hollow Farmhouse Ales Llc,Weaver Hollow Brewery,294 Depot St,Andes,NY,13731,42.187259999999995,-74.78921
Micro Brewer,Erie,Thin Man Brewery Of Buffalo Llc,Thin Man Brewery Of Buffalo ,486 Elmwood Ave,Buffalo,NY,14222,42.9103,-78.87739
Micro Brewer,Albany,Perfect World Brewing Llc,Perfect World Brewing ,1276 Broadway,Albany,NY,12204,42.67491,-73.73666
Micro Brewer,Kings,Folksbier Brauerei Llc,Folksbier,103 Luquer St,Brooklyn,NY,11231,40.6779,-74.00099
Micro Brewer,Monroe,Winery Exchange Inc,World Brews,445 St Paul St,Rochester,NY,14605,43.16493105,-77.61437097
Micro Brewer,Ontario,New York Beer Project Llc,New York Beer Project,300 High St,Victor,NY,14564,43.02405,-77.4347
Micro Brewer,Bronx,Farlo Llc,Gun Hill Brewing Company,3227 Laconia Ave,Bronx,NY,10469,40.87212,-73.85576999999999
Micro Brewer,Erie,Belt Line Brewing Llc,Belt Line Brewery & Kitchen,545 Swan St,Buffalo,NY,14204,42.87795,-78.85545
Micro Brewer,Suffolk,Black Forest Brew Haus Llc,Black Forest Brew Haus ,2015 New Hgwy,Farmingdale,NY,11735,40.75508723,-73.41480855
Micro Brewer,Niagara,New York Beer Project Llc,New York Beer Project ,6933 S Transit Rd,Lockport,NY,14094,43.09085,-78.69681
Micro Brewer,Queens,Charlie Work Llc,Evil Twin Brewing,1612 1616 George St,Ridgewood,NY,11385,0.0,0.0
Micro Brewer,Suffolk,Moustache Brewing Co Llc,Moustache Brewing Co ,400 Hallet Ave,Riverhead,NY,11901,40.92048,-72.66815
Micro Brewer,Suffolk,Small Craft Brewery Llc,Small Craft Brewing Company,66 Merrick Rd,Amityville,NY,11701,40.7041,-73.79275
Micro Brewer,Chemung,Db Brewing Llc,Diversion Brewing Company,729 Wyncoop Creek Rd,Chemung,NY,14825,42.017759999999996,-76.62234000000001
Micro Brewer,Erie,12 Gates Brewing Company Llc,12 Gates Brewing Company ,80 Earhart Dr Ste 16 20,Williamsville,NY,14221,0.0,0.0
Micro Brewer,Bronx,"Bronx Brewery Llc, The","Bronx Brewery , The",856 E 136Th St,Bronx,NY,10454,40.80224555,-73.91071904
Micro Brewer,Dutchess,Hudson Valley Beverage Co Inc,Sloop Brewing Co,2070 Rte 52,Hopewell Junction,NY,12533,41.543440000000004,-73.82359
Micro Brewer,Queens,Semb Cf Llc,Mikkeller Brewing Nyc,123-01 Roosevelt Ave,Flushing,NY,11368,40.754690000000004,-73.84561
Micro Brewer,Suffolk,"Greenport Brewing Company Llc, The",Greenport Harbor Brewing Company,42155 Main Rd,Peconic,NY,11958,41.041940000000004,-72.4536
Micro Brewer,Madison,Good Nature Brewing Inc,Good Nature Farm Brewery & Tap Room,1727 State Rte 12B,Hamilton,NY,13346,42.80662,-75.54697
Micro Brewer,Queens,Iconyc Brewing Company Llc,Iconyc Brewing Company ,43-63 11Th St,Long Island City,NY,11101,40.75199,-73.92557
Micro Brewer,Suffolk,"Greenport Brewing Company Llc, The",Greenport Harbor Brewing Company,234 Carpenter St,Greenport,NY,11944,41.10314,-72.35851
Micro Brewer,Jefferson,Boots Brewing Company Inc,Boots Brewing Company ,89 Public Sq,Watertown,NY,13601,43.97485,-75.90890999999999
Micro Brewer,Greene,Crossroads Brewing Company Catskill Llc,Crossroads Brewing Company Catskill ,201 Water St,Catskill,NY,12414,42.22083,-73.86771999999999
Micro Brewer,Schenectady,Druthers Brewing Company Iv Llc,Druthers Brewing Company Iv ,221 Harborside Dr,Schenectady,NY,12305,0.0,0.0
Micro Brewer,Dutchess,Honest Brewer Llc,Kings Court Brewing Company,40 Cannon St,Poughkeepsie,NY,12601,41.70213,-73.92749
Micro Brewer,Niagara,In The Mix Brewing & Creamery Llc,In The Mix Brewing & Creamery ,1693 East Ave,Barker,NY,14012,43.32946,-78.55058000000001
Micro Brewer,Oneida,Copper City Of Rome Brewing Company Llc,Copper City Brewing Company,1111 Oneida St,Rome,NY,13440,43.20489,-75.43151
Micro Brewer,Suffolk,1940S Brewing Company Llc,1940S Brewing Company ,1337 Lincoln Ave,Holbrook,NY,11741,40.78332,-73.08329
Micro Brewer,Niagara,Woodcock Brothers Brewing Company Inc,Woodcock Brothers Brewing Company ,908 Niagara Falls Blvd,North Tonawanda,NY,14120,43.06105,-78.84272
Micro Brewer,Queens,Qb Collective Llc,Queens Brewery,15-39 Covert St,Ridgewood,NY,11385,40.69455,-73.9043
Micro Brewer,Suffolk,Westhampton Beach Brewing Company Llc,Westhampton Beach Brewing Company,220 Rogers Way,Westhampton Beach,NY,11978,0.0,0.0
Micro Brewer,Orange,Heritage Restoration Properties Llc,Clemson Bros Brewery,14 Cottage St,Middletown,NY,10940,41.44704,-74.41551
Micro Brewer,Suffolk,Huntington Beer Works Llc,Six Harbors Brewing Company,243 New York Ave,Huntington,NY,11743,40.874959999999994,-73.42531
Micro Brewer,Chautauqua,K E V Inc,7 Sins Brewery,14 16 N Portage St,Westfield,NY,14787,0.0,0.0
Micro Brewer,Rockland,Threefold Holdings Llc,Threes Brewing,55 W Railroad Ave,Garnerville,NY,10923,41.208,-73.99166
Micro Brewer,Queens,Narwhal Llc,Finback,76-01 77Th Ave,Glendale,NY,11385,40.70654158,-73.87340502
Micro Brewer,Steuben,"Rising Sons 6 Brewing Company Inc, The",Iron Flamingo Brewery,196 Baker St,Corning,NY,14830,42.155120000000004,-77.05637
Micro Brewer,New York,Anheuser Busch Llc,Anheuser Busch ,119-125 W 24Th St,New York,NY,10011,0.0,0.0
Micro Brewer,Erie,"Tap Room At The Lafayette Inc, The",(Microbrewery In Basement),391 Washington St,Buffalo,NY,14203,42.8847545,-78.87359017
Micro Brewer,Jefferson,River Hens Llc,Garland City Beer Works,321 Howk St,Watertown,NY,13601,43.98093,-75.91851
Micro Brewer,Kings,Grimm Ales Llc,Grimm,990 Metropolitan Ave,Brooklyn,NY,11211,40.7144,-73.93651
Micro Brewer,Saratoga,Doublecut Llc,Doublecut ,6 Fairchild Sq,Clifton Park,NY,12065,42.90149,-73.79286
Micro Brewer,Suffolk,Great South Bay Brewery Corp,Great South Bay Brewery,25 Drexel Dr,Bay Shore,NY,11706,40.7611,-73.26348
Micro Brewer,Schenectady,Mill Lane Brewing Company Llc,Frog Alley Brewing Company,10 Mill Ln,Schenectady,NY,12305,42.81457,-73.94643
Micro Brewer,Monroe,Knucklehead Craft Brewing Llc,Knucklehead Craft Brewing,426 Ridge Rd,Webster,NY,14580,43.20604,-77.5122
Micro Brewer,Sullivan,"Roscoe Ny Beer Company Llc, The",Roscoe Beer Company,145 Rockland Rd,Roscoe,NY,12776,41.9462,-74.9131
Micro Brewer,Ulster,Kingston Standard Llc,Kingston Standard,22 Jansen Ave,Kingston,NY,12401,41.9267,-73.99286
Micro Brewer,Washington,Slickfin Brewing Company Llc,Slickfin Brewing Company ,147 149 Broadway,Fort Edward,NY,12828,0.0,0.0
Micro Brewer,Broome,Galaxy Brewing Company Llc,Galaxy Brewing Company ,41 Court St,Binghamton,NY,13901,42.09870498,-75.91385283
Micro Brewer,Putnam,Stateline Enterprises Inc,Bull And Barrel Brew Pub,988 Rte 22,Brewster,NY,10509,41.397490000000005,-73.60231999999999
Micro Brewer,Queens,Dscc Ventures Llc,Fifth Hammer Brewing Company,10-28 10-36 46Th Ave,Long Island City,NY,11101,0.0,0.0
Micro Brewer,Saratoga,Good Vs Evil Brewing Llc,Unified Beerworks,7 Stonebreak Rd,Malta,NY,12020,42.96568,-73.78953
Micro Brewer,Clinton,Oval Craft Brewing Llc,Oval Craft Brewing ,111 Ohio Rd,Plattsburgh,NY,12903,0.0,0.0
Micro Brewer,Erie,Community Beer Works Llc,Community Beer Works,520 7Th St,Buffalo,NY,14201,42.89868,-78.89188
Micro Brewer,Suffolk,Mcsully Enterprises Inc,Southampton Publick House,62 Jobs Lane,Southampton,NY,11968,40.88316,-72.39145
Micro Brewer,Columbia,Chatham Brewing Llc,Chatham Brewing ,59 Main St,Chatham,NY,12037,42.36326985,-73.59542927
Micro Brewer,Westchester,Yonkers Brewing Company Llc,Yonkers Brewing Company ,92 Main St,Yonkers,NY,10701,40.93439,-73.90288000000001
Micro Brewer,Monroe,Three Heads Brewing Inc,Three Heads Brewing Dankenstein India Pale Ale,186 Atlantic Ave,Rochester,NY,14607,43.15676,-77.57967
Micro Brewer,Onondaga,Onco Fermentations Inc,Onco Fermentations ,397 Rte 281,Tully,NY,13159,42.79058,-76.12213
Micro Brewer,Kings,5 Boroughs Brewery Inc,Five Boroughs Brewing Co,215 47Th St,Brooklyn,NY,11220,40.65059,-74.01478
Micro Brewer,Kings,"Mad Scientists Brewing Partners,Llc","Sixpoint Craft Ales,Sixpoint Brewery",40 Van Dyke St,Brooklyn,NY,11231,40.67385407,-74.01204466
Micro Brewer,Ontario,Other Half Brewing Company Inc,Other Half Brewing Company ,6621 State Rte 5 & 20,East Bloomfield,NY,14469,0.0,0.0
Micro Brewer,Essex,Ausable Brewing Company Llc,Ausable Brewing Company,765 Mace Chasm Rd,Keeseville,NY,12944,44.50353,-73.44747
Micro Brewer,Kings,Kings County Brewers Collective Llc,Kings County Brewers Collective ,381 Troutman St,Brooklyn,NY,11237,40.70601,-73.92358
Micro Brewer,Erie,65 Vandalia Street Brewing Llc,Pressure Drop Brewing,65 Vandalia St,Buffalo,NY,14204,42.8665,-78.86102
Micro Brewer,Kings,Disruption Grain Llc,Interboro Spirits & Ales,942 Grand St,Brooklyn,NY,11211,40.712720000000004,-73.93697
